Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	DNMT_WT_ES	DNMT_WT_Epi_2	DNMT_KO_ES	DNMT_KO_Epi_2	TET_WT_ES	TET_WT_Epi_2	TET_KO_ES	TET_KO_Epi_2
Gm38162	1	66775511	66780107	+	Gm38162	ENSMUSG00000102776	predicted gene, 38162 [Source:MGI Symbol;Acc:MGI:5611390]	+	gene	Name match	0	-2.3776140213012695	-3.66076397895813	-2.9986140727996826	-3.0641794204711914	-2.4252216815948486	-3.571650266647339	-3.634694814682007	-0.6453500390052795
Mreg	1	72159442	72212307	-	Mreg	ENSMUSG00000039395	melanoregulin [Source:MGI Symbol;Acc:MGI:2151839]	-	gene	Name match	0	8.232023239135742	6.281452178955078	8.505481719970703	6.240274906158447	6.716322422027588	6.23206090927124	6.963749408721924	5.093130588531494
Cdk5r2	1	74854934	74857732	+	Cdk5r2	ENSMUSG00000090071	cyclin-dependent kinase 5, regulatory subunit 2 (p39) [Source:MGI Symbol;Acc:MGI:1330828]	+	gene	Name match	0	2.683929443359375	4.452173709869385	1.7008601427078247	4.634067058563232	1.0027315616607666	4.036463260650635	0.8775810599327087	5.078197479248047
Tuba4a	1	75214228	75219865	-	Tuba4a	ENSMUSG00000026202	tubulin, alpha 4A [Source:MGI Symbol;Acc:MGI:1095410]	-	gene	Name match	0	8.047086715698242	7.9198527336120605	7.579462051391602	7.1858367919921875	7.781866550445557	6.736082077026367	6.557958126068115	5.432733535766602
Speg	1	75375297	75432320	+	Speg	ENSMUSG00000026207	SPEG complex locus [Source:MGI Symbol;Acc:MGI:109282]	+	gene	Name match	0	0.6575806140899658	2.976275682449341	0.0864831805229187	2.1298272609710693	-0.618958592414856	1.4381757974624634	1.3097120523452759	3.609330415725708
Sgpp2	1	78310345	78420289	+	Sgpp2	ENSMUSG00000032908	sphingosine-1-phosphate phosphotase 2 [Source:MGI Symbol;Acc:MGI:3589109]	+	gene	Name match	0	-3.614579677581787	-2.257131814956665	-2.9479458332061768	-2.535858631134033	-3.532531499862671	-3.5209827423095703	1.2533866167068481	0.17977428436279297
Arl4c	1	88673125	88702221	-	Arl4c	ENSMUSG00000049866	ADP-ribosylation factor-like 4C [Source:MGI Symbol;Acc:MGI:2445172]	-	gene	Name match	0	2.7430200576782227	5.965630054473877	1.5443650484085083	5.605314254760742	0.42374297976493835	3.860852003097534	2.45510196685791	5.468500137329102
Gbx2	1	89927956	89931179	-	Gbx2	ENSMUSG00000034486	gastrulation brain homeobox 2 [Source:MGI Symbol;Acc:MGI:95668]	-	gene	Name match	0	5.065838813781738	5.910346984863281	5.207443714141846	4.773446559906006	4.8587727546691895	5.284780502319336	4.8805670738220215	4.164016246795654
Rbm44	1	91145089	91170795	+	Rbm44	ENSMUSG00000070732	RNA binding motif protein 44 [Source:MGI Symbol;Acc:MGI:2685663]	+	gene	Name match	0	3.9288201332092285	3.9792773723602295	4.778831958770752	5.2010416984558105	-1.3929346799850464	2.252523422241211	2.324838638305664	3.9387686252593994
Erfe	1	91366430	91374217	+	Erfe	ENSMUSG00000047443	erythroferrone [Source:MGI Symbol;Acc:MGI:3606476]	+	gene	Name match	0	0.435605525970459	1.5551055669784546	-0.06755204498767853	1.4954437017440796	-1.3685802221298218	-0.24440856277942657	2.072716474533081	2.081009864807129
Sned1	1	93235841	93301065	+	Sned1	ENSMUSG00000047793	sushi, nidogen and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:3045960]	+	gene	Name match	0	-0.3686530292034149	1.0491560697555542	-2.36895751953125	2.450594186782837	-2.230234384536743	0.2852804660797119	0.5729054808616638	2.9896037578582764
Fam174a	1	95313623	95335284	+	Fam174a	ENSMUSG00000051185	family with sequence similarity 174, member A [Source:MGI Symbol;Acc:MGI:1914948]	+	gene	Name match	0	2.1756019592285156	1.9594975709915161	2.6117074489593506	2.1040890216827393	1.7214269638061523	3.8355953693389893	2.402895212173462	5.0360565185546875
Nifk	1	118321839	118333822	+	Nifk	ENSMUSG00000026377	nucleolar protein interacting with the FHA domain of MKI67 [Source:MGI Symbol;Acc:MGI:1915199]	+	gene	Name match	0	6.992437362670898	7.814962863922119	7.000032901763916	7.734100818634033	6.997629165649414	7.530092239379883	6.761038303375244	6.459695816040039
Inhbb	1	119415465	119422248	-	Inhbb	ENSMUSG00000037035	inhibin beta-B [Source:MGI Symbol;Acc:MGI:96571]	-	gene	Name match	0	3.953275203704834	1.9457567930221558	5.053029537200928	0.22742414474487305	1.7737842798233032	4.040639877319336	0.9738408923149109	-1.380833625793457
Cd55	1	130439027	130462744	-	Cd55	ENSMUSG00000026399	CD55 molecule, decay accelerating factor for complement [Source:MGI Symbol;Acc:MGI:104850]	-	gene	Name match	0	5.829763412475586	3.137838363647461	5.638898849487305	4.1011786460876465	4.779737949371338	2.965564012527466	4.434942245483398	4.473395824432373
Nucks1	1	131910534	131936321	+	Nucks1	ENSMUSG00000026434	nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:MGI Symbol;Acc:MGI:1934811]	+	gene	Name match	0	9.360918045043945	8.844573020935059	9.433615684509277	8.862908363342285	9.281279563903809	8.549102783203125	9.044983863830566	7.571123123168945
Cdk18	1	132112237	132139684	-	Cdk18	ENSMUSG00000026437	cyclin-dependent kinase 18 [Source:MGI Symbol;Acc:MGI:97518]	-	gene	Name match	0	4.259472846984863	3.3711488246917725	4.16453742980957	2.9705917835235596	4.444274425506592	1.5812910795211792	5.416278839111328	3.310667037963867
Nfasc	1	132564690	132741797	-	Nfasc	ENSMUSG00000026442	neurofascin [Source:MGI Symbol;Acc:MGI:104753]	-	gene	Name match	0	0.7940899133682251	2.97002911567688	1.2079917192459106	2.4008631706237793	-0.693089485168457	1.5089935064315796	2.852337598800659	3.674135208129883
Ppp1r15b	1	133131143	133139783	+	Ppp1r15b	ENSMUSG00000046062	protein phosphatase 1, regulatory subunit 15B [Source:MGI Symbol;Acc:MGI:2444211]	+	gene	Name match	0	7.972270965576172	7.504356384277344	8.010565757751465	7.124903202056885	7.369025707244873	5.716441631317139	7.743049621582031	6.707632064819336
Ppfia4	1	134296783	134332928	-	Ppfia4	ENSMUSG00000026458	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 [Source:MGI Symbol;Acc:MGI:1915757]	-	gene	Name match	0	4.611830711364746	5.253403186798096	4.244838237762451	4.744859218597412	3.68159556388855	3.008094549179077	4.731459140777588	4.37357759475708
Ube2t	1	134962565	134974162	+	Ube2t	ENSMUSG00000026429	ubiquitin-conjugating enzyme E2T [Source:MGI Symbol;Acc:MGI:1914446]	+	gene	Name match	0	4.997341632843018	5.4734954833984375	5.333039283752441	5.258309364318848	4.266809463500977	6.331665515899658	5.049251556396484	7.806254863739014
Kif21b	1	136131389	136177998	+	Kif21b	ENSMUSG00000041642	kinesin family member 21B [Source:MGI Symbol;Acc:MGI:109234]	+	gene	Name match	0	3.4200148582458496	3.9684665203094482	3.6947975158691406	3.3320300579071045	3.513444185256958	3.3620312213897705	5.787113189697266	4.773924350738525
Camsap2	1	136268123	136346104	-	Camsap2	ENSMUSG00000041570	calmodulin regulated spectrin-associated protein family, member 2 [Source:MGI Symbol;Acc:MGI:1922434]	-	gene	Name match	0	6.225561141967773	6.17548942565918	6.12158727645874	6.199751377105713	5.651182651519775	3.8905751705169678	5.767037868499756	4.988842964172363
Nr5a2	1	136842571	136960448	-	Nr5a2	ENSMUSG00000026398	nuclear receptor subfamily 5, group A, member 2 [Source:MGI Symbol;Acc:MGI:1346834]	-	gene	Name match	0	7.635865211486816	3.67626690864563	7.555011749267578	3.91081166267395	7.265470504760742	4.2618088722229	7.239518642425537	2.5333988666534424
Nmnat2	1	152954993	153119261	+	Nmnat2	ENSMUSG00000042751	nicotinamide nucleotide adenylyltransferase 2 [Source:MGI Symbol;Acc:MGI:2444155]	+	gene	Name match	0	4.071913719177246	4.484914302825928	4.155320644378662	3.9023711681365967	5.938457012176514	4.558450222015381	5.056494235992432	3.0455095767974854
E330020D12Rik	1	153404827	153414233	-	E330020D12Rik	ENSMUSG00000073538	Riken cDNA E330020D12 gene [Source:MGI Symbol;Acc:MGI:3761270]	-	gene	Name match	0	2.0936431884765625	0.6476168036460876	2.2739641666412354	1.3043922185897827	2.781690835952759	3.601238250732422	3.2648518085479736	4.737484931945801
Xpr1	1	155275701	155417415	-	Xpr1	ENSMUSG00000026469	xenotropic and polytropic retrovirus receptor 1 [Source:MGI Symbol;Acc:MGI:97932]	-	gene	Name match	0	5.463274002075195	5.420671463012695	5.479226589202881	5.419063091278076	4.853877544403076	4.036680221557617	5.508831024169922	5.312667369842529
4930523C07Rik	1	160044382	160080208	+	4930523C07Rik	ENSMUSG00000090394	RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897]	+	gene	Name match	0	-3.614579677581787	-3.66076397895813	-3.5776023864746094	-3.693835496902466	-3.633866548538208	-3.6223180294036865	-3.0050384998321533	-0.6218869686126709
Gas5	1	161034422	161038539	+	Gas5	ENSMUSG00000053332	growth arrest specific 5 [Source:MGI Symbol;Acc:MGI:95659]	+	gene	Name match	0	6.271187782287598	5.910562515258789	5.819004058837891	5.873405456542969	7.531152248382568	6.913644313812256	7.143971920013428	7.96002197265625
Pigc	1	161969186	161973435	+	Pigc	ENSMUSG00000026698	phosphatidylinositol glycan anchor biosynthesis, class C [Source:MGI Symbol;Acc:MGI:1914542]	+	gene	Name match	0	2.9338696002960205	2.2732486724853516	2.5592539310455322	1.8069814443588257	2.600661516189575	3.04681134223938	2.8712377548217773	4.435739994049072
Nme7	1	164304121	164437725	+	Nme7	ENSMUSG00000026575	NME/NM23 family member 7 [Source:MGI Symbol;Acc:MGI:2449121]	+	gene	Name match	0	5.33636999130249	4.860567569732666	5.198661804199219	4.341255187988281	5.910797119140625	5.848766326904297	5.60162353515625	4.226979732513428
Creg1	1	165763746	165775308	+	Creg1	ENSMUSG00000040713	cellular repressor of E1A-stimulated genes 1 [Source:MGI Symbol;Acc:MGI:1344382]	+	gene	Name match	0	3.9357423782348633	2.4522714614868164	4.233516216278076	2.699218988418579	3.3862340450286865	3.423387289047241	4.286234378814697	4.925772190093994
Mael	1	166201201	166238747	-	Mael	ENSMUSG00000040629	maelstrom spermatogenic transposon silencer [Source:MGI Symbol;Acc:MGI:2138453]	-	gene	Name match	0	2.708099603652954	5.879357814788818	3.16851806640625	6.39423131942749	-1.443602204322815	4.526496410369873	2.3293259143829346	7.392125606536865
Olfml2b	1	170644532	170682789	+	Olfml2b	ENSMUSG00000038463	olfactomedin-like 2B [Source:MGI Symbol;Acc:MGI:2443310]	+	gene	Name match	0	-2.3776140213012695	-3.66076397895813	-3.4255990982055664	-1.8827391862869263	-3.633866548538208	-2.9419944286346436	0.029390960931777954	0.7889729142189026
Gm20045	1	171320601	171326177	-	Gm20045	ENSMUSG00000103983	predicted gene, 20045 [Source:MGI Symbol;Acc:MGI:5012230]	-	gene	Name match	0	1.391965389251709	0.5118086934089661	-0.14902491867542267	0.18147583305835724	-1.4252218008041382	-2.168018102645874	-1.7087154388427734	1.5359755754470825
Gm37154	1	171354126	171355415	+	Gm37154	ENSMUSG00000102929	predicted gene, 37154 [Source:MGI Symbol;Acc:MGI:5610382]	+	gene	Name match	0	-0.8424193859100342	-2.0311079025268555	-1.294826865196228	-0.6877517104148865	-2.4300549030303955	-3.5209827423095703	-3.005038261413574	0.4929957687854767
Atp1a2	1	172271709	172298064	-	Atp1a2	ENSMUSG00000007097	ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]	-	gene	Name match	0	-1.5851328372955322	1.5380758047103882	0.3235122263431549	1.3401285409927368	2.34378981590271	3.6105797290802	1.2086890935897827	0.6497690677642822
Spta1	1	174172776	174248450	+	Spta1	ENSMUSG00000026532	spectrin alpha, erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98385]	+	gene	Name match	0	1.4691294431686401	7.313386917114258	-1.877647042274475	7.140185832977295	0.8749553561210632	4.448134899139404	0.0576871819794178	3.2996139526367188
Wdr64	1	175698593	175815734	+	Wdr64	ENSMUSG00000026523	WD repeat domain 64 [Source:MGI Symbol;Acc:MGI:1923070]	+	gene	Name match	0	-0.14789827167987823	0.1835109144449234	-1.1875174045562744	-0.4367826282978058	-3.633866548538208	-3.0433294773101807	-0.4902648627758026	0.9004599452018738
Lefty2	1	180893108	180899103	+	Lefty2	ENSMUSG00000066652	left-right determination factor 2 [Source:MGI Symbol;Acc:MGI:2443573]	+	gene	Name match	0	1.2222222089767456	7.36731481552124	3.3428714275360107	8.365777015686035	8.102540016174316	7.577378749847412	6.4154815673828125	4.6989426612854
Lefty1	1	180935022	180938400	+	Lefty1	ENSMUSG00000038793	left right determination factor 1 [Source:MGI Symbol;Acc:MGI:107405]	+	gene	Name match	0	-0.7312231659889221	8.422163963317871	0.6601967811584473	8.852753639221191	4.748999118804932	8.690635681152344	3.3680381774902344	7.0301361083984375
Slc30a10	1	185454848	185468762	+	Slc30a10	ENSMUSG00000026614	solute carrier family 30, member 10 [Source:MGI Symbol;Acc:MGI:2685058]	+	gene	Name match	0	1.3116416931152344	-2.257131814956665	1.106153130531311	-2.044548273086548	0.8770749568939209	-2.5345301628112793	2.086841344833374	1.1918129920959473
Ptpn14	1	189728268	189876695	+	Ptpn14	ENSMUSG00000026604	protein tyrosine phosphatase, non-receptor type 14 [Source:MGI Symbol;Acc:MGI:102467]	+	gene	Name match	0	5.434023857116699	6.0563788414001465	5.149903774261475	6.2995781898498535	4.11189603805542	3.029311418533325	5.263427734375	5.042867183685303
Prox1	1	190118035	190170714	-	Prox1	ENSMUSG00000010175	prospero homeobox 1 [Source:MGI Symbol;Acc:MGI:97772]	-	gene	Name match	0	-0.21665000915527344	-0.17308510839939117	-1.9614933729171753	-1.7618824243545532	-2.4252216815948486	-2.4136736392974854	0.2989254295825958	1.014675259590149
Sertad4	1	192844488	192855756	-	Sertad4	ENSMUSG00000016262	SERTA domain containing 4 [Source:MGI Symbol;Acc:MGI:2443496]	-	gene	Name match	0	-2.7460968494415283	3.797429323196411	-1.4331727027893066	3.869133710861206	-1.0819727182388306	2.256920099258423	-0.03127507492899895	3.934027910232544
Lamb3	1	193207699	193343878	+	Lamb3	ENSMUSG00000026639	laminin, beta 3 [Source:MGI Symbol;Acc:MGI:99915]	+	gene	Name match	0	-0.07914648950099945	-0.477841854095459	-2.0356242656707764	-3.0135116577148438	-1.2437816858291626	-3.6223180294036865	2.3063812255859375	-0.32556405663490295
Itih5	2	10153571	10256529	+	Itih5	ENSMUSG00000025780	inter-alpha (globulin) inhibitor H5 [Source:MGI Symbol;Acc:MGI:1925751]	+	gene	Name match	0	-2.7460968494415283	-0.34816113114356995	-3.476266860961914	-1.860367774963379	-3.532531499862671	-0.42124679684638977	2.0307247638702393	2.7172553539276123
Gm13261	2	10339283	10374041	-	Gm13261	ENSMUSG00000086748	predicted gene 13261 [Source:MGI Symbol;Acc:MGI:3650831]	-	gene	Name match	0	1.4341437816619873	2.5328805446624756	1.6366451978683472	2.4729690551757812	-0.5128999352455139	2.012911796569824	-3.584027051925659	-0.6453500390052795
Il15ra	2	11705290	11734317	+	Il15ra	ENSMUSG00000023206	interleukin 15 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:104644]	+	gene	Name match	0	-3.6905813217163086	-3.6100966930389404	-3.5776023864746094	-3.6431682109832764	-3.633866548538208	-3.6223180294036865	-3.584027051925659	0.26213860511779785
Rsu1	2	13076821	13271415	-	Rsu1	ENSMUSG00000026727	Ras suppressor protein 1 [Source:MGI Symbol;Acc:MGI:103040]	-	gene	Name match	0	4.92564058303833	5.14811372756958	4.762449741363525	5.196069240570068	5.440053939819336	4.886575222015381	5.475225925445557	3.7636797428131104
Vim	2	13573927	13582826	+	Vim	ENSMUSG00000026728	vimentin [Source:MGI Symbol;Acc:MGI:98932]	+	gene	Name match	0	7.088868141174316	6.05925989151001	7.255725860595703	6.923829555511475	7.910191059112549	6.268073558807373	7.495410442352295	4.691116809844971
Mrc1	2	14229392	14332057	+	Mrc1	ENSMUSG00000026712	mannose receptor, C type 1 [Source:MGI Symbol;Acc:MGI:97142]	+	gene	Name match	0	-2.3220982551574707	1.1146939992904663	-2.0121610164642334	-0.3159259259700775	-1.89690101146698	2.9866886138916016	-0.16559655964374542	1.231911063194275
Msrb2	2	19371440	19394976	+	Msrb2	ENSMUSG00000023094	methionine sulfoxide reductase B2 [Source:MGI Symbol;Acc:MGI:1923717]	+	gene	Name match	0	4.050248622894287	3.7669475078582764	3.953906297683716	3.587630033493042	4.6195807456970215	4.259018898010254	3.435817003250122	2.9578821659088135
Myo3a	2	22227503	22618252	+	Myo3a	ENSMUSG00000025716	myosin IIIA [Source:MGI Symbol;Acc:MGI:2183924]	+	gene	Name match	0	-3.614579677581787	-3.6100966930389404	-3.5776023864746094	-3.541832685470581	-3.633866548538208	-3.571650505065918	-3.584027051925659	-0.3120167851448059
Grin1	2	25291181	25319187	-	Grin1	ENSMUSG00000026959	glutamate receptor, ionotropic, NMDA1 (zeta 1) [Source:MGI Symbol;Acc:MGI:95819]	-	gene	Name match	0	3.874298572540283	-1.3779884576797485	4.055213451385498	-1.3320469856262207	2.723356008529663	1.261783242225647	4.377623081207275	3.0403311252593994
Abca2	2	25428703	25448540	+	Abca2	ENSMUSG00000026944	ATP-binding cassette, sub-family A (ABC1), member 2 [Source:MGI Symbol;Acc:MGI:99606]	+	gene	Name match	0	4.194077491760254	4.229202747344971	4.224888801574707	4.703155517578125	3.797593355178833	2.854188919067383	5.385392665863037	5.001671314239502
Tmem141	2	25620067	25622005	-	Tmem141	ENSMUSG00000026939	transmembrane protein 141 [Source:MGI Symbol;Acc:MGI:1098773]	-	gene	Name match	0	-0.3686530292034149	1.0379873514175415	0.37469395995140076	0.7896186709403992	-1.4252218008041382	2.276233434677124	2.172945261001587	3.9550609588623047
Sohlh1	2	25842995	25847248	-	Sohlh1	ENSMUSG00000059625	spermatogenesis and oogenesis specific basic helix-loop-helix 1 [Source:MGI Symbol;Acc:MGI:2684956]	-	gene	Name match	0	-3.6905813217163086	-1.7619895935058594	-3.526934862136841	-3.541832685470581	-3.633866548538208	-3.5209827423095703	-3.5333592891693115	0.12379278987646103
Notch1	2	26457903	26516663	-	Notch1	ENSMUSG00000026923	notch 1 [Source:MGI Symbol;Acc:MGI:97363]	-	gene	Name match	0	6.633903503417969	5.029975891113281	5.981019496917725	5.490839004516602	5.326175689697266	2.921929359436035	5.155941009521484	4.340481281280518
Abo	2	26842503	26864979	-	Abo	ENSMUSG00000015787	ABO blood group (transferase A, alpha 1-3-N- acetylgalactosaminyltransferase, transferase B, alpha 1-3- galactosyltransferase) [Source:MGI Symbol;Acc:MGI:2135738]	-	gene	Name match	0	-0.010936856269836426	-0.8671567440032959	0.2334941178560257	0.039778757840394974	-3.633866548538208	-1.6396974325180054	-1.7729305028915405	1.7505989074707031
Olfm1	2	28192992	28230736	+	Olfm1	ENSMUSG00000026833	olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437]	+	gene	Name match	0	3.584792137145996	2.51340913772583	3.1416256427764893	3.1239452362060547	1.9245764017105103	1.8835878372192383	2.9206039905548096	3.4028587341308594
Aif1l	2	31950139	31973442	+	Aif1l	ENSMUSG00000001864	allograft inflammatory factor 1-like [Source:MGI Symbol;Acc:MGI:1919598]	+	gene	Name match	0	1.2348690032958984	3.706662893295288	1.6072975397109985	3.9626762866973877	-0.8170790672302246	3.9154574871063232	3.14945387840271	5.0173869132995605
Dnm1	2	32308471	32353338	-	Dnm1	ENSMUSG00000026825	dynamin 1 [Source:MGI Symbol;Acc:MGI:107384]	-	gene	Name match	0	-2.2460968494415283	1.3959875106811523	0.4124744236469269	1.070611596107483	0.1793718934059143	0.6121296286582947	3.6523277759552	3.3626835346221924
Ak1	2	32621758	32635058	+	Ak1	ENSMUSG00000026817	adenylate kinase 1 [Source:MGI Symbol;Acc:MGI:87977]	+	gene	Name match	0	6.475245475769043	5.051451206207275	6.284126281738281	5.140910625457764	6.300131320953369	4.339028358459473	6.210760593414307	2.9004600048065186
Stxbp1	2	32787602	32847245	-	Stxbp1	ENSMUSG00000026797	syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]	-	gene	Name match	0	3.7786006927490234	4.48430871963501	4.019309997558594	4.09281587600708	3.818290948867798	3.1690824031829834	4.905203342437744	4.675347805023193
Lmx1b	2	33560965	33640511	-	Lmx1b	ENSMUSG00000038765	LIM homeobox transcription factor 1 beta [Source:MGI Symbol;Acc:MGI:1100513]	-	gene	Name match	0	0.2650870680809021	-1.465666651725769	0.9824013710021973	-0.4987381398677826	-2.7078874111175537	-3.571650266647339	-1.0828007459640503	0.20046131312847137
