Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	2i DNMT WT	2i DNMT KO	EpiLC d2 DNMT WT	EpiLC d2 DNMT KO	EB DNMT WT d2	EB DNMT KO d2	EB DNMT WT d4	EB DNMT KO d4	EB DNMT WT d6	EB DNMT KO d6	EB DNMT WT d8	EB DNMT KO d8
Fmn2	1	174501825	174822729	+	Fmn2	ENSMUSG00000028354	formin 2 [Source:MGI Symbol;Acc:MGI:1859252]	+	gene	Name match	0	4.962532997131348	4.308426380157471	3.819350004196167	3.5710506439208984	3.693615674972534	3.5136518478393555	3.450249433517456	3.563959836959839	0.581266462802887	3.0925185680389404	0.8864861130714417	2.8722245693206787
Catspere2	1	177983423	178172704	+	Catspere2	ENSMUSG00000091476	catsper channel auxiliary subunit epsilon 2 [Source:MGI Symbol;Acc:MGI:5589632]	+	gene	Name match	0	-2.614579677581787	-3.476266860961914	-3.66076397895813	-3.693835496902466	-3.514911651611328	-3.5289182662963867	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.149721145629883	-3.693753242492676	-1.8538585901260376
H3f3a	1	180800832	180813943	-	H3f3a	ENSMUSG00000060743	H3 histone, family 3A [Source:MGI Symbol;Acc:MGI:1097686]	-	gene	Name match	0	8.442081451416016	8.35824203491211	8.777668952941895	8.718619346618652	8.224690437316895	8.325176239013672	8.218496322631836	7.937872409820557	8.373887062072754	7.926753997802734	8.579849243164062	7.908173084259033
Meig1	2	3409043	3422648	-	Meig1	ENSMUSG00000026650	meiosis expressed gene 1 [Source:MGI Symbol;Acc:MGI:1202878]	-	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.6100962162017822	-3.6431682109832764	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.5714657306671143	-3.708965301513672	-3.533722162246704	-3.6937530040740967	-3.6414921283721924
H2al2a	2	17996417	17996958	-	H2al2a	ENSMUSG00000062651	H2A histone family member L2A [Source:MGI Symbol;Acc:MGI:1915481]	-	gene	Name match	0	-3.6905813217163086	-3.5269346237182617	-3.6100962162017822	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.7444210052490234	-3.6414921283721924
Spag6	2	18694032	18750413	+	Spag6	ENSMUSG00000037708	sperm associated antigen 6 [Source:MGI Symbol;Acc:MGI:3040687]	+	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.66076397895813	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.693753242492676	-3.5908241271972656
Sohlh1	2	25842995	25847248	-	Sohlh1	ENSMUSG00000059625	spermatogenesis and oogenesis specific basic helix-loop-helix 1 [Source:MGI Symbol;Acc:MGI:2684956]	-	gene	Name match	0	-3.6905813217163086	-3.526934862136841	-1.7619895935058594	-3.541832685470581	-1.5937657356262207	-3.5289182662963867	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.7444210052490234	-3.5908241271972656
Cfap157	2	32777381	32784428	-	Cfap157	ENSMUSG00000038987	cilia and flagella associated protein 157 [Source:MGI Symbol;Acc:MGI:2447809]	-	gene	Name match	0	-3.614579677581787	-3.526934862136841	-3.5594284534454346	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.600118637084961	-3.043144941329956	-3.708965301513672	-3.0483856201171875	-3.693753242492676	-2.9241573810577393
Cntrl	2	35109492	35178822	+	Cntrl	ENSMUSG00000057110	centriolin [Source:MGI Symbol;Acc:MGI:1889576]	+	gene	Name match	0	5.599972724914551	5.64599609375	5.779676914215088	5.950723171234131	5.480536937713623	5.173766613006592	5.6323442459106445	5.524852275848389	5.808846950531006	5.838722229003906	5.881544589996338	5.852581024169922
Strbp	2	37483228	37703859	-	Strbp	ENSMUSG00000026915	spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626]	-	gene	Name match	0	6.331185340881348	6.824810028076172	6.855226039886475	7.012959003448486	7.02108907699585	6.812254905700684	7.330771446228027	7.14878511428833	7.013933181762695	7.094396114349365	6.631106853485107	7.050479888916016
Tnfaip6	2	52038009	52056686	+	Tnfaip6	ENSMUSG00000053475	tumor necrosis factor alpha induced protein 6 [Source:MGI Symbol;Acc:MGI:1195266]	+	gene	Name match	0	0.8151015043258667	0.632293164730072	-0.7423582077026367	0.5533015727996826	-1.3569345474243164	-1.1309888362884521	-3.6761200428009033	-0.4960841238498688	-3.708965301513672	-0.0593104250729084	-3.693753242492676	-0.7972168922424316
Acvr1	2	58388644	58567157	-	Acvr1	ENSMUSG00000026836	activin A receptor, type 1 [Source:MGI Symbol;Acc:MGI:87911]	-	gene	Name match	0	3.606503486633301	3.805222272872925	3.316364049911499	3.691326856613159	3.4449453353881836	3.7261340618133545	3.7700355052948	3.8173015117645264	4.245007038116455	3.896611213684082	4.6344146728515625	4.117574691772461
Grb14	2	64912476	65024987	-	Grb14	ENSMUSG00000026888	growth factor receptor bound protein 14 [Source:MGI Symbol;Acc:MGI:1355324]	-	gene	Name match	0	-1.2460968494415283	-1.8406367301940918	1.0408414602279663	2.288831949234009	1.5563879013061523	1.6168588399887085	1.9319536685943604	1.7953853607177734	3.3872172832489014	1.8721657991409302	3.6756937503814697	1.5760836601257324
Fsip2	2	82943634	83008937	+	Fsip2	ENSMUSG00000075249	fibrous sheath-interacting protein 2 [Source:MGI Symbol;Acc:MGI:2664111]	+	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.6100962162017822	-3.114847183227539	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.7444210052490234	-3.6414921283721924
Celf1	2	90940382	91019497	+	Celf1	ENSMUSG00000005506	CUGBP, Elav-like family member 1 [Source:MGI Symbol;Acc:MGI:1342295]	+	gene	Name match	0	8.41118335723877	8.559932708740234	8.57994556427002	8.601622581481934	8.523449897766113	8.177911758422852	8.547072410583496	8.401348114013672	8.452651977539062	8.2733736038208	8.25844955444336	8.311161041259766
Mdk	2	91929805	91932297	-	Mdk	ENSMUSG00000027239	midkine [Source:MGI Symbol;Acc:MGI:96949]	-	gene	Name match	0	5.98465633392334	6.445261478424072	8.139077186584473	8.225622177124023	8.257582664489746	8.276483535766602	8.234691619873047	7.910589218139648	8.2655668258667	7.786032199859619	8.817635536193848	7.8601250648498535
Wt1	2	105126529	105173616	+	Wt1	ENSMUSG00000016458	Wilms tumor 1 homolog [Source:MGI Symbol;Acc:MGI:98968]	+	gene	Name match	0	-0.8088622689247131	-0.7839949727058411	6.263101577758789	5.16954231262207	5.535396099090576	5.389700889587402	3.746431589126587	4.281834125518799	0.42898058891296387	3.5280847549438477	1.7933119535446167	3.0047600269317627
Catsper2	2	121392631	121413792	-	Catsper2	ENSMUSG00000033486	cation channel, sperm associated 2 [Source:MGI Symbol;Acc:MGI:2387404]	-	gene	Name match	0	1.0260634422302246	0.26667264103889465	-0.1773097962141037	0.3346197307109833	-0.7213044166564941	-0.29195281863212585	0.42932838201522827	-0.5059999227523804	0.29997286200523376	-0.2596118152141571	0.7848679423332214	-0.29450133442878723
Terb2	2	122186272	122206397	+	Terb2	ENSMUSG00000027229	telomere repeat binding bouquet formation protein 2 [Source:MGI Symbol;Acc:MGI:1921651]	+	gene	Name match	0	2.2667036056518555	2.4179306030273438	2.4722604751586914	3.2616775035858154	1.2057507038116455	2.093461513519287	-0.6204394102096558	1.8574711084365845	-3.658297300338745	1.9871350526809692	-3.7444210052490234	1.4942728281021118
Cdc25b	2	131186949	131198497	+	Cdc25b	ENSMUSG00000027330	cell division cycle 25B [Source:MGI Symbol;Acc:MGI:99701]	+	gene	Name match	0	3.791893482208252	4.121955871582031	4.177199840545654	4.0678324699401855	5.113336563110352	4.982036590576172	5.151110649108887	5.212757587432861	4.726005554199219	5.093798637390137	5.276792049407959	4.895226955413818
Pank2	2	131262495	131299188	+	Pank2	ENSMUSG00000037514	pantothenate kinase 2 [Source:MGI Symbol;Acc:MGI:1921700]	+	gene	Name match	0	5.3656744956970215	5.5749125480651855	5.200434684753418	5.442066669464111	5.538099765777588	5.52944278717041	5.829171180725098	5.733241558074951	6.113630771636963	5.85163688659668	6.047702312469482	5.927661895751953
Plcb1	2	134786067	135475258	+	Plcb1	ENSMUSG00000051177	phospholipase C, beta 1 [Source:MGI Symbol;Acc:MGI:97613]	+	gene	Name match	0	-1.3424193859100342	-2.6146128177642822	-1.2024730443954468	-0.5270344614982605	1.3245301246643066	1.154242753982544	-0.20218878984451294	1.6105109453201294	0.1042734757065773	0.6837124228477478	1.4057000875473022	0.5177358984947205
Mkks	2	136873780	136891389	-	Mkks	ENSMUSG00000027274	McKusick-Kaufman syndrome [Source:MGI Symbol;Acc:MGI:1891836]	-	gene	Name match	0	4.903507232666016	4.851796627044678	4.723263263702393	4.824561595916748	4.7206597328186035	4.585491180419922	4.355670928955078	4.602808475494385	4.229753017425537	4.545801162719727	4.236342906951904	4.4890618324279785
Cfap61	2	145934784	146215039	+	Cfap61	ENSMUSG00000037143	cilia and flagella associated protein 61 [Source:MGI Symbol;Acc:MGI:1926024]	+	gene	Name match	0	-1.4536155462265015	-2.1233022212982178	-2.401451826095581	-1.0777267217636108	-2.9359233379364014	-3.5289182662963867	-2.8076372146606445	-0.9493827819824219	-1.3188802003860474	-0.03495592251420021	-2.81844162940979	0.3755970001220703
Tbc1d20	2	152293828	152313996	+	Tbc1d20	ENSMUSG00000027465	TBC1 domain family, member 20 [Source:MGI Symbol;Acc:MGI:1914481]	+	gene	Name match	0	5.523179531097412	5.62797212600708	5.075039386749268	5.013124942779541	5.176063537597656	5.1436052322387695	5.253720760345459	5.47086763381958	5.829978942871094	5.589740753173828	6.3543524742126465	5.739870548248291
Bcl2l1	2	152780668	152831728	-	Bcl2l1	ENSMUSG00000007659	BCL2-like 1 [Source:MGI Symbol;Acc:MGI:88139]	-	gene	Name match	0	5.7831034660339355	5.503416538238525	5.279207229614258	4.96594762802124	5.188669681549072	5.189043045043945	5.306730270385742	5.545585632324219	5.714179515838623	5.385776042938232	6.135860919952393	5.535873889923096
Sun5	2	153856188	153871084	-	Sun5	ENSMUSG00000027480	Sad1 and UNC84 domain containing 5 [Source:MGI Symbol;Acc:MGI:1923657]	-	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.66076397895813	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.7444210052490234	-3.6414921283721924
a	2	154791402	155051012	+	a	ENSMUSG00000027596	nonagouti [Source:MGI Symbol;Acc:MGI:87853]	+	gene	Name match	0	4.556990146636963	4.63450813293457	4.634128570556641	4.5588603019714355	4.360515117645264	4.414332389831543	4.697014808654785	4.379668712615967	4.757091999053955	4.470681190490723	4.761728763580322	4.385241985321045
Src	2	157418444	157471862	+	Src	ENSMUSG00000027646	Rous sarcoma oncogene [Source:MGI Symbol;Acc:MGI:98397]	+	gene	Name match	0	6.0826497077941895	6.005186557769775	5.659149169921875	5.43717622756958	5.5171799659729	5.424996376037598	5.970756530761719	5.865161418914795	6.187007904052734	6.17962646484375	6.5738654136657715	6.219663143157959
Pabpc1l	2	164025450	164050538	+	Pabpc1l	ENSMUSG00000054582	poly(A) binding protein, cytoplasmic 1-like [Source:MGI Symbol;Acc:MGI:1922908]	+	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-1.7113218307495117	-2.869192123413086	-2.9359233379364014	-3.5289182662963867	-1.731635570526123	-3.043144941329956	-2.116319417953491	-2.9040660858154297	-1.5357760190963745	-2.2378597259521484
Svs3b	2	164254363	164256640	-	Svs3b	ENSMUSG00000050383	seminal vesicle secretory protein 3B [Source:MGI Symbol;Acc:MGI:3583778]	-	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.66076397895813	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.7444210052490234	-3.6414921283721924
Svs3a	2	164289268	164291500	+	Svs3a	ENSMUSG00000017003	seminal vesicle secretory protein 3A [Source:MGI Symbol;Acc:MGI:1927635]	+	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.66076397895813	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.7444210052490234	-3.6414921283721924
Stau1	2	166947549	166996299	-	Stau1	ENSMUSG00000039536	staufen double-stranded RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1338864]	-	gene	Name match	0	6.214842796325684	6.204596042633057	5.9454345703125	6.18637228012085	5.8552565574646	6.14984130859375	5.8386945724487305	6.039873123168945	6.533679962158203	6.10955810546875	6.485925674438477	6.261194229125977
Slc9a8	2	167421712	167477000	+	Slc9a8	ENSMUSG00000039463	solute carrier family 9 (sodium/hydrogen exchanger), member 8 [Source:MGI Symbol;Acc:MGI:1924281]	+	gene	Name match	0	4.638839244842529	4.668521404266357	5.054423809051514	5.008446216583252	5.071996212005615	4.967680931091309	5.096101760864258	5.071758270263672	4.6847381591796875	5.079363822937012	4.5420308113098145	5.0757598876953125
Aurka	2	172356190	172370535	-	Aurka	ENSMUSG00000027496	aurora kinase A [Source:MGI Symbol;Acc:MGI:894678]	-	gene	Name match	0	7.237964630126953	7.266221523284912	7.089447498321533	7.17307710647583	6.807490825653076	6.88628625869751	6.695993423461914	6.845573902130127	6.520887851715088	6.782987594604492	6.595701694488525	6.778724670410156
Fam209	2	172472520	172474331	+	Fam209	ENSMUSG00000027505	family with sequence similarity 209 [Source:MGI Symbol;Acc:MGI:1923676]	+	gene	Name match	0	-3.6905813217163086	-3.5269343852996826	-3.66076397895813	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.7444210052490234	-3.6414921283721924
Spo11	2	172977700	172993576	+	Spo11	ENSMUSG00000005883	SPO11 meiotic protein covalently bound to DSB [Source:MGI Symbol;Acc:MGI:1349669]	+	gene	Name match	0	-3.614579677581787	-3.5776023864746094	-2.257131814956665	-1.660546898841858	-1.9729336500167847	-3.604919910430908	-3.600118637084961	-3.6728012561798096	-2.0928561687469482	-3.432387113571167	-3.693753242492676	-3.5908241271972656
Gnas	2	174284320	174346744	+	Gnas	ENSMUSG00000027523	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus [Source:MGI Symbol;Acc:MGI:95777]	+	gene	Name match	0	7.267141342163086	7.177833557128906	6.952878475189209	7.332648754119873	7.667779445648193	7.978933811187744	9.036422729492188	8.395001411437988	10.046340942382812	8.333660125732422	10.611372947692871	8.850859642028809
Adrm1	2	180171485	180176286	+	Adrm1	ENSMUSG00000039041	adhesion regulating molecule 1 [Source:MGI Symbol;Acc:MGI:1929289]	+	gene	Name match	0	7.351250171661377	7.327687740325928	7.346258163452148	7.341299533843994	6.958961486816406	7.076473236083984	6.898778438568115	7.000202655792236	6.516488552093506	6.853981018066406	6.537683010101318	6.707344055175781
Spata16	3	26637620	26983212	+	Spata16	ENSMUSG00000039335	spermatogenesis associated 16 [Source:MGI Symbol;Acc:MGI:1918112]	+	gene	Name match	0	-1.5851328372955322	-0.9283148646354675	-3.6100966930389404	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.6761200428009033	-3.6728012561798096	-3.708965301513672	-3.533722162246704	-3.7444210052490234	-3.6414921283721924
Pik3ca	3	32397671	32468486	+	Pik3ca	ENSMUSG00000027665	phosphatidylinositol-4,5-bisphosphate 3- kinase catalytic subunit alpha [Source:MGI Symbol;Acc:MGI:1206581]	+	gene	Name match	0	5.04925537109375	5.287293910980225	4.994473457336426	5.192778587341309	5.609274387359619	5.355070114135742	5.70389986038208	5.763171672821045	6.295549392700195	5.84614372253418	6.240447998046875	5.995716571807861
Fxr1	3	34019943	34070322	+	Fxr1	ENSMUSG00000027680	fragile X mental retardation gene 1, autosomal homolog [Source:MGI Symbol;Acc:MGI:104860]	+	gene	Name match	0	8.946052551269531	9.0656156539917	8.609440803527832	8.631909370422363	8.44357681274414	8.340519905090332	8.29715633392334	8.645931243896484	8.447871208190918	8.693070411682129	8.243229866027832	8.64642333984375
Adad1	3	37063527	37121930	+	Adad1	ENSMUSG00000027719	adenosine deaminase domain containing 1 (testis specific) [Source:MGI Symbol;Acc:MGI:103258]	+	gene	Name match	0	-3.6905813217163086	-3.526934862136841	-0.7199868559837341	-0.40891793370246887	-2.0236012935638428	-3.4529166221618652	-3.6761200428009033	-3.5714657306671143	-3.708965301513672	-2.9040660858154297	-3.7444210052490234	-2.0995137691497803
Sohlh2	3	55182028	55209957	+	Sohlh2	ENSMUSG00000027794	spermatogenesis and oogenesis specific basic helix-loop-helix 2 [Source:MGI Symbol;Acc:MGI:1921684]	+	gene	Name match	0	5.680375099182129	6.33843994140625	5.9217305183410645	7.048840045928955	2.83758282661438	3.960655450820923	1.0035243034362793	4.258489608764648	-2.305332899093628	5.212636470794678	-2.5864436626434326	6.362091541290283
Gpr149	3	62529077	62605140	-	Gpr149	ENSMUSG00000043441	G protein-coupled receptor 149 [Source:MGI Symbol;Acc:MGI:2443628]	-	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.6100962162017822	-3.693835496902466	-3.565579414367676	-3.604919910430908	-3.600118637084961	-3.622133255004883	-3.708965301513672	-3.4830543994903564	-3.7444210052490234	-3.6414921283721924
Ptx3	3	66219910	66225805	+	Ptx3	ENSMUSG00000027832	pentraxin related gene [Source:MGI Symbol;Acc:MGI:104641]	+	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.66076397895813	-3.693835496902466	-3.565579414367676	-3.5289182662963867	-3.600118637084961	-3.6728012561798096	-3.658297300338745	-3.4830543994903564	-3.6937530040740967	-3.540156602859497
Pygo2	3	89430214	89435128	+	Pygo2	ENSMUSG00000047824	pygopus 2 [Source:MGI Symbol;Acc:MGI:1916161]	+	gene	Name match	0	5.64630126953125	5.517454624176025	5.207866668701172	4.955833911895752	5.717325687408447	5.477766036987305	6.1277313232421875	5.826254367828369	6.312385082244873	5.665318012237549	6.255804061889648	5.727043628692627
Nup210l	3	90104132	90212048	+	Nup210l	ENSMUSG00000027939	nucleoporin 210-like [Source:MGI Symbol;Acc:MGI:1924845]	+	gene	Name match	0	2.9665112495422363	2.5424087047576904	0.9135012626647949	0.22227467596530914	-1.3062669038772583	-0.660435676574707	-2.731635570526123	-0.823212206363678	-0.08434446901082993	-1.5842798948287964	0.8159847259521484	-0.7919031977653503
Tdrkh	3	94413273	94434668	+	Tdrkh	ENSMUSG00000041912	tudor and KH domain containing protein [Source:MGI Symbol;Acc:MGI:1919884]	+	gene	Name match	0	2.3317339420318604	3.489598035812378	4.783607482910156	5.726537227630615	2.7712252140045166	3.339564323425293	3.3461952209472656	2.7882144451141357	3.5991928577423096	2.8905420303344727	3.605886220932007	3.2534868717193604
Hormad1	3	95559677	95587671	+	Hormad1	ENSMUSG00000028109	HORMA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915231]	+	gene	Name match	0	5.712350368499756	6.083807468414307	5.520469665527344	6.166749477386475	4.569009780883789	5.441486835479736	1.9145252704620361	4.737070560455322	-1.2965086698532104	4.639034748077393	-1.9567875862121582	4.47046422958374
Spag17	3	99885406	100143322	+	Spag17	ENSMUSG00000027867	sperm associated antigen 17 [Source:MGI Symbol;Acc:MGI:1921612]	+	gene	Name match	0	-3.6905813217163086	-3.5269343852996826	-3.226095199584961	-1.744393229484558	-3.514911651611328	-2.1252408027648926	-3.0241169929504395	-3.2381324768066406	-3.708965301513672	-3.149721145629883	-3.643085479736328	-3.6414921283721924
