Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	2i DNMT WT	2i DNMT KO	EpiLC d2 DNMT WT	EpiLC d2 DNMT KO	EB DNMT WT d2	EB DNMT KO d2	EB DNMT WT d4	EB DNMT KO d4	EB DNMT WT d6	EB DNMT KO d6	EB DNMT WT d8	EB DNMT KO d8
Btbd18	2	84659079	84668780	+	Btbd18	ENSMUSG00000086598	BTB (POZ) domain containing 18 [Source:MGI Symbol;Acc:MGI:3650217]	+	gene	Name match	0	1.2887399196624756	1.6366453170776367	1.3510109186172485	1.9222955703735352	1.4776740074157715	1.5908145904541016	-3.600118637084961	0.5145048499107361	-3.708965301513672	1.3600164651870728	-3.693753242492676	1.9938615560531616
Plcb1	2	134786067	135475258	+	Plcb1	ENSMUSG00000051177	phospholipase C, beta 1 [Source:MGI Symbol;Acc:MGI:97613]	+	gene	Name match	0	-1.3424193859100342	-2.6146128177642822	-1.2024730443954468	-0.5270344614982605	1.3245301246643066	1.154242753982544	-0.20218878984451294	1.6105109453201294	0.1042734757065773	0.6837124228477478	1.4057000875473022	0.5177358984947205
Snai1	2	167538195	167542814	+	Snai1	ENSMUSG00000042821	snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330]	+	gene	Name match	0	2.967559814453125	1.5328558683395386	1.7354539632797241	1.440956473350525	1.6505212783813477	1.0357229709625244	2.6514906883239746	1.354514479637146	5.463668346405029	3.5840342044830322	3.6763908863067627	3.356886148452759
Tfap2c	2	172549593	172558622	+	Tfap2c	ENSMUSG00000028640	transcription factor AP-2, gamma [Source:MGI Symbol;Acc:MGI:106032]	+	gene	Name match	0	5.823167324066162	6.329684734344482	2.0130884647369385	2.318315267562866	1.0526715517044067	-0.3195236325263977	4.33985710144043	4.264822483062744	3.7370216846466064	4.829345226287842	2.516298532485962	5.592447280883789
Sycp2	2	178345293	178407685	-	Sycp2	ENSMUSG00000060445	synaptonemal complex protein 2 [Source:MGI Symbol;Acc:MGI:1933281]	-	gene	Name match	0	-0.7926515936851501	0.7768442630767822	2.2500956058502197	2.511828899383545	1.0280046463012695	0.8617614507675171	-2.015155792236328	0.5874497294425964	-2.833653450012207	1.0634108781814575	-0.280205100774765	1.5304474830627441
Cyp7b1	3	18071950	18243338	-	Cyp7b1	ENSMUSG00000039519	cytochrome P450, family 7, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:104978]	-	gene	Name match	0	3.0830090045928955	2.7576186656951904	1.5181783437728882	2.1388416290283203	-0.44062188267707825	0.6804763674736023	0.6911093592643738	1.0179749727249146	-0.777012050151825	1.0875470638275146	-0.7051582932472229	1.2917119264602661
Slc25a31	3	40708855	40726096	+	Slc25a31	ENSMUSG00000069041	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 [Source:MGI Symbol;Acc:MGI:1920583]	+	gene	Name match	0	2.168236017227173	3.852712392807007	4.0084052085876465	5.378245830535889	2.2289083003997803	3.2029571533203125	-0.3907236158847809	2.516254186630249	-3.658297300338745	2.837200880050659	-3.693753242492676	3.592061996459961
Sohlh2	3	55182028	55209957	+	Sohlh2	ENSMUSG00000027794	spermatogenesis and oogenesis specific basic helix-loop-helix 2 [Source:MGI Symbol;Acc:MGI:1921684]	+	gene	Name match	0	5.680375099182129	6.33843994140625	5.9217305183410645	7.048840045928955	2.83758282661438	3.960655450820923	1.0035243034362793	4.258489608764648	-2.305332899093628	5.212636470794678	-2.5864436626434326	6.362091541290283
Ntrk1	3	87778244	87795162	-	Ntrk1	ENSMUSG00000028072	neurotrophic tyrosine kinase, receptor, type 1 [Source:MGI Symbol;Acc:MGI:97383]	-	gene	Name match	0	-1.3776140213012695	-0.8021442890167236	0.2576417326927185	0.06913081556558609	0.7437333464622498	1.298001766204834	-0.12043940275907516	-0.23119039833545685	-0.4855222702026367	1.0823866128921509	-0.9001458287239075	0.10429773479700089
Sycp1	3	102818499	102936100	-	Sycp1	ENSMUSG00000027855	synaptonemal complex protein 1 [Source:MGI Symbol;Acc:MGI:105931]	-	gene	Name match	0	2.9524731636047363	4.726287364959717	4.774686813354492	5.9442267417907715	3.077397108078003	3.1016716957092285	-0.9594753384590149	1.18464994430542	-3.0793087482452393	2.440847635269165	-2.007455348968506	2.805818796157837
Vcam1	3	116109949	116129688	-	Vcam1	ENSMUSG00000027962	vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926]	-	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.6100966930389404	-3.114847183227539	-3.514911651611328	-3.5289182662963867	-3.6761200428009033	-3.5207977294921875	-2.0928561687469482	-3.533722162246704	1.4260097742080688	-0.8478846549987793
Msh4	3	153857149	153906138	-	Msh4	ENSMUSG00000005493	mutS homolog 4 [Source:MGI Symbol;Acc:MGI:1860077]	-	gene	Name match	0	-0.7460967898368835	-0.7899689674377441	0.06834544986486435	-0.2296198606491089	-2.0236012935638428	-2.04923939704895	-1.9391543865203857	-1.056692123413086	-3.0793087482452393	-0.7401149868965149	-3.643085479736328	-1.0253829956054688
Npr2	4	43631935	43651244	+	Npr2	ENSMUSG00000028469	natriuretic peptide receptor 2 [Source:MGI Symbol;Acc:MGI:97372]	+	gene	Name match	0	-1.1611342430114746	-1.715838074684143	-0.023651890456676483	1.077494502067566	-0.5965059995651245	1.2859623432159424	0.8533269166946411	1.6013094186782837	2.920243263244629	1.6469653844833374	3.7618868350982666	2.0296456813812256
Tdrd7	4	45965334	46034761	+	Tdrd7	ENSMUSG00000035517	tudor domain containing 7 [Source:MGI Symbol;Acc:MGI:2140279]	+	gene	Name match	0	-0.07914648950099945	0.8948237299919128	-0.4831557273864746	1.8245619535446167	0.753371000289917	0.9042059183120728	3.0827388763427734	3.110980749130249	2.8311309814453125	3.1387412548065186	4.464634418487549	3.2361342906951904
Cfap69	5	5579278	5664239	-	Cfap69	ENSMUSG00000040473	cilia and flagella associated protein 69 [Source:MGI Symbol;Acc:MGI:2443778]	-	gene	Name match	0	0.04135756939649582	0.8496520519256592	-0.5201661586761475	0.9257493019104004	-1.2037907838821411	-0.04923936724662781	-1.231635570526123	0.49114537239074707	-0.6287503242492676	1.113305687904358	0.09650293737649918	0.6744621396064758
Nos3	5	24364810	24384474	+	Nos3	ENSMUSG00000028978	nitric oxide synthase 3, endothelial cell [Source:MGI Symbol;Acc:MGI:97362]	+	gene	Name match	0	-3.6905813217163086	-3.5269346237182617	0.8083340525627136	0.3629159927368164	2.7337799072265625	3.3813042640686035	1.8645107746124268	4.290253162384033	3.116929292678833	4.077145099639893	4.720496654510498	4.780305862426758
Msx1	5	37820485	37824583	-	Msx1	ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	-	gene	Name match	0	-2.7460968494415283	-0.5626943707466125	-0.03298996761441231	0.29327258467674255	1.6726123094558716	1.7367722988128662	2.986720085144043	1.9103893041610718	7.272006511688232	3.931607484817505	6.102980136871338	5.1121344566345215
Cox7b2	5	71442824	71548205	-	Cox7b2	ENSMUSG00000049387	cytochrome c oxidase subunit 7B2 [Source:MGI Symbol;Acc:MGI:1925424]	-	gene	Name match	0	-0.405184805393219	1.1916505098342896	-1.3954776525497437	1.501261830329895	0.6120288372039795	1.5005284547805786	-3.6761200428009033	2.334221124649048	-3.658297300338745	2.9867773056030273	-3.7444210052490234	2.3354599475860596
Pdgfra	5	75152292	75198215	+	Pdgfra	ENSMUSG00000029231	platelet derived growth factor receptor, alpha polypeptide [Source:MGI Symbol;Acc:MGI:97530]	+	gene	Name match	0	0.9208534955978394	1.122352957725525	0.20548750460147858	1.038094401359558	0.27534428238868713	1.0212666988372803	1.449336290359497	2.3223862648010254	7.289835453033447	4.684621334075928	7.649240493774414	5.511172771453857
Zfp951	5	104813169	104860070	-	Zfp951	ENSMUSG00000072774	zinc finger protein 951 [Source:MGI Symbol;Acc:MGI:2441896]	-	gene	Name match	0	5.923474311828613	5.472919940948486	5.609498500823975	5.3650054931640625	4.951635360717773	4.8990888595581055	3.8809683322906494	4.238031387329102	2.743496894836426	4.198009967803955	2.7569644451141357	3.794595718383789
Brdt	5	107331159	107387058	+	Brdt	ENSMUSG00000029279	bromodomain, testis-specific [Source:MGI Symbol;Acc:MGI:1891374]	+	gene	Name match	0	3.9451704025268555	3.754037857055664	1.0270158052444458	2.0975401401519775	0.8158404231071472	-1.1309888362884521	-1.9391543865203857	-2.4183218479156494	-0.4572259485721588	-0.897982120513916	0.6818389296531677	0.5471214056015015
Fkbp6	5	135291704	135350044	-	Fkbp6	ENSMUSG00000040013	FK506 binding protein 6 [Source:MGI Symbol;Acc:MGI:2137612]	-	gene	Name match	0	6.197541236877441	6.76254415512085	5.407556056976318	5.710416793823242	4.002237796783447	5.135734558105469	0.6480310559272766	4.279627799987793	-3.658297300338745	4.120342254638672	-3.114764451980591	4.0360870361328125
Zp3	5	135980099	135988624	+	Zp3	ENSMUSG00000004948	zona pellucida glycoprotein 3 [Source:MGI Symbol;Acc:MGI:99215]	+	gene	Name match	0	4.030717849731445	3.599170446395874	2.409926176071167	2.448870897293091	1.1638128757476807	2.000528335571289	-3.5241169929504395	1.1964190006256104	-3.708965301513672	0.6658625602722168	-3.693753242492676	0.9780930876731873
Asz1	6	18050964	18109061	-	Asz1	ENSMUSG00000010796	ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:MGI Symbol;Acc:MGI:1921318]	-	gene	Name match	0	1.5004973411560059	4.762571334838867	0.6061893105506897	4.452625274658203	-1.9494705200195312	1.651809811592102	-3.6761200428009033	2.151442527770996	-3.708965301513672	1.8555030822753906	-3.7444210052490234	2.7651920318603516
Stra8	6	34920163	34939344	+	Stra8	ENSMUSG00000029848	stimulated by retinoic acid gene 8 [Source:MGI Symbol;Acc:MGI:107917]	+	gene	Name match	0	2.123793601989746	4.459915637969971	5.26889181137085	6.055421829223633	-0.7680303454399109	-0.3679543733596802	-2.0151560306549072	0.6983082294464111	-3.6076295375823975	0.7237079739570618	-3.6937530040740967	2.683222532272339
Stk31	6	49395604	49469501	+	Stk31	ENSMUSG00000023403	serine threonine kinase 31 [Source:MGI Symbol;Acc:MGI:1924735]	+	gene	Name match	0	5.768115043640137	5.681973934173584	5.24091911315918	5.4988694190979	3.220900297164917	4.097784042358398	0.8986281752586365	3.305325746536255	-3.0286409854888916	3.3678340911865234	-2.8691093921661377	3.284369707107544
Adcyap1r1	6	55451978	55501451	+	Adcyap1r1	ENSMUSG00000029778	adenylate cyclase activating polypeptide 1 receptor 1 [Source:MGI Symbol;Acc:MGI:108449]	+	gene	Name match	0	-3.6905813217163086	-2.9986140727996826	-2.7347850799560547	0.8390825390815735	0.5209994912147522	2.1766605377197266	0.5222617387771606	2.080444574356079	4.9572930335998535	2.6469547748565674	3.7754039764404297	2.0517477989196777
M1ap	6	82946902	83030309	+	M1ap	ENSMUSG00000030041	meiosis 1 associated protein [Source:MGI Symbol;Acc:MGI:1315200]	+	gene	Name match	0	4.449357032775879	4.6111836433410645	2.032475709915161	3.004074811935425	1.482834815979004	2.0679125785827637	0.5222617387771606	2.202301502227783	-1.1015211343765259	1.8487892150878906	-2.290120840072632	2.1543712615966797
Tuba3b	6	145615757	145621479	+	Tuba3b	ENSMUSG00000067338	tubulin, alpha 3B [Source:MGI Symbol;Acc:MGI:1095408]	+	gene	Name match	0	3.7032668590545654	5.22369909286499	4.030218124389648	5.807007312774658	1.0975335836410522	3.343778610229492	-3.5241169929504395	2.9864532947540283	-3.658297300338745	3.0850837230682373	-2.9197771549224854	4.290980815887451
Nlrp4c	7	6045161	6105150	+	Nlrp4c	ENSMUSG00000034690	NLR family, pyrin domain containing 4C [Source:MGI Symbol;Acc:MGI:1890518]	+	gene	Name match	0	3.2942566871643066	4.719475269317627	3.738321304321289	5.691299915313721	1.010827898979187	2.6966872215270996	-2.4391543865203857	3.066416025161743	-3.658297300338745	2.9256114959716797	-3.7444210052490234	2.7572803497314453
Cebpa	7	35119293	35121928	+	Cebpa	ENSMUSG00000034957	CCAAT/enhancer binding protein (C/EBP), alpha [Source:MGI Symbol;Acc:MGI:99480]	+	gene	Name match	0	-1.953615665435791	-0.6591965556144714	0.4503338038921356	3.2082672119140625	1.2886114120483398	3.4539737701416016	0.055818796157836914	2.69003963470459	-1.3188800811767578	2.468905210494995	1.9259384870529175	2.984379529953003
Nlrp14	7	107166990	107198102	+	Nlrp14	ENSMUSG00000016626	NLR family, pyrin domain containing 14 [Source:MGI Symbol;Acc:MGI:1924108]	+	gene	Name match	0	-1.5851328372955322	0.5089766383171082	0.7278158068656921	2.1058554649353027	0.6086776256561279	0.5065147280693054	-2.731635570526123	0.3573211431503296	-3.708965301513672	-0.02680494450032711	-3.7444210052490234	-1.1305502653121948
Syce1	7	140777229	140787852	-	Syce1	ENSMUSG00000025480	synaptonemal complex central element protein 1 [Source:MGI Symbol;Acc:MGI:1921325]	-	gene	Name match	0	5.482152462005615	5.45123815536499	4.523120403289795	4.655984878540039	3.3147079944610596	3.8466908931732178	0.18480940163135529	2.794837236404419	-3.0793087482452393	2.4669039249420166	-2.7073004245758057	2.396237373352051
Cdkn1c	7	143458339	143461050	-	Cdkn1c	ENSMUSG00000037664	cyclin-dependent kinase inhibitor 1C (P57) [Source:MGI Symbol;Acc:MGI:104564]	-	gene	Name match	0	1.8081655502319336	-0.04702945426106453	7.1156792640686035	6.754024982452393	4.222831726074219	5.417237281799316	1.3907445669174194	3.281543731689453	3.343067169189453	4.754992961883545	5.591156482696533	5.093501567840576
Tex15	8	33516738	33585582	+	Tex15	ENSMUSG00000009628	testis expressed gene 15 [Source:MGI Symbol;Acc:MGI:1934816]	+	gene	Name match	0	3.958775520324707	4.35034704208374	4.8159966468811035	5.650902271270752	4.221943378448486	4.228945255279541	3.906184196472168	4.162912368774414	3.066059112548828	4.443948745727539	2.121783971786499	4.703022003173828
Nkd1	8	88521354	88594884	+	Nkd1	ENSMUSG00000031661	naked cuticle 1 [Source:MGI Symbol;Acc:MGI:2135954]	+	gene	Name match	0	1.5195939540863037	1.6322932243347168	1.6388869285583496	2.4097089767456055	2.0096547603607178	2.8599376678466797	3.771235227584839	2.2731847763061523	6.064521789550781	3.354600191116333	5.140878677368164	4.540426254272461
Piwil4	9	14696230	14740733	-	Piwil4	ENSMUSG00000036912	piwi-like RNA-mediated gene silencing 4 [Source:MGI Symbol;Acc:MGI:3041167]	-	gene	Name match	0	-1.3424193859100342	0.6344740986824036	2.6630055904388428	2.9909133911132812	0.2746712267398834	0.839564323425293	-3.6761200428009033	-2.464156150817871	-3.708965301513672	-0.17193366587162018	-3.7444210052490234	-1.1305502653121948
Rec114	9	58652850	58743964	-	Rec114	ENSMUSG00000074269	REC114 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1920923]	-	gene	Name match	0	3.9030778408050537	4.0001983642578125	4.133573055267334	4.281108379364014	2.0818259716033936	3.286973476409912	0.9293283820152283	2.927901268005371	-2.0286412239074707	3.2098076343536377	1.4358102083206177	2.9281511306762695
Pygo1	9	72925645	72952181	+	Pygo1	ENSMUSG00000034910	pygopus 1 [Source:MGI Symbol;Acc:MGI:1919385]	+	gene	Name match	0	0.3151015043258667	0.8276968002319336	-0.37584635615348816	1.075417160987854	0.7085310816764832	1.9635281562805176	0.4017576575279236	2.48248553276062	2.2317779064178467	2.562274694442749	3.2460641860961914	3.4794747829437256
Foxl2	9	98955288	98958543	+	Foxl2	ENSMUSG00000050397	forkhead box L2 [Source:MGI Symbol;Acc:MGI:1349428]	+	gene	Name match	0	-3.5385780334472656	-2.36895751953125	-3.66076397895813	-3.6431682109832764	-3.514911651611328	0.1270187795162201	-3.6761200428009033	1.043697714805603	-0.7398915886878967	0.4963998794555664	0.08767888695001602	0.5437366962432861
Ccdc36	9	108403611	108428484	-	Ccdc36	ENSMUSG00000047220	coiled-coil domain containing 36 [Source:MGI Symbol;Acc:MGI:3612242]	-	gene	Name match	0	0.5463843941688538	0.734327495098114	2.3804609775543213	2.3788058757781982	2.3087198734283447	2.5682549476623535	1.4529812335968018	2.0483577251434326	-1.0362145900726318	1.86320161819458	-3.643085479736328	1.9056247472763062
Prdm1	10	44437177	44528501	-	Prdm1	ENSMUSG00000038151	PR domain containing 1, with ZNF domain [Source:MGI Symbol;Acc:MGI:99655]	-	gene	Name match	0	3.339282989501953	3.5474560260772705	3.2166144847869873	3.494224786758423	4.234727382659912	4.3320112228393555	3.407879590988159	4.742003440856934	3.9997718334198	5.284984111785889	4.080441951751709	5.367082118988037
Dnmt3l	10	78041947	78063622	+	Dnmt3l	ENSMUSG00000000730	DNA (cytosine-5-)-methyltransferase 3-like [Source:MGI Symbol;Acc:MGI:1859287]	+	gene	Name match	0	6.296383857727051	3.8030059337615967	9.320310592651367	9.625106811523438	8.045528411865234	8.962117195129395	4.996108055114746	7.568719863891602	2.1763389110565186	7.9131245613098145	1.7965126037597656	7.761362552642822
Igf1	10	87858265	87937042	+	Igf1	ENSMUSG00000020053	insulin-like growth factor 1 [Source:MGI Symbol;Acc:MGI:96432]	+	gene	Name match	0	-3.6905813217163086	-3.5776023864746094	-3.66076397895813	-3.5925004482269287	-1.582958698272705	-3.4529166221618652	-1.3279582262039185	2.024139165878296	3.95184588432312	0.13036322593688965	4.489454746246338	3.257230043411255
Sycp3	10	88459569	88473236	+	Sycp3	ENSMUSG00000020059	synaptonemal complex protein 3 [Source:MGI Symbol;Acc:MGI:109542]	+	gene	Name match	0	2.090116024017334	2.4489707946777344	2.7734158039093018	2.2909095287323	3.3198537826538086	2.756009578704834	3.0708727836608887	2.923668622970581	-0.7595228552818298	3.0097014904022217	0.14568866789340973	2.7327892780303955
Kitl	10	100015630	100100416	+	Kitl	ENSMUSG00000019966	kit ligand [Source:MGI Symbol;Acc:MGI:96974]	+	gene	Name match	0	-0.7926514744758606	0.5123278498649597	1.885887622833252	3.6187667846679688	2.8118162155151367	3.757392406463623	1.4187312126159668	3.940302610397339	5.958663463592529	3.8204784393310547	6.685649394989014	5.183864116668701
Hormad2	11	4345814	4441105	-	Hormad2	ENSMUSG00000020419	HORMA domain containing 2 [Source:MGI Symbol;Acc:MGI:1923078]	-	gene	Name match	0	3.1618614196777344	3.5855414867401123	3.8161633014678955	3.569917678833008	2.222781181335449	2.467078685760498	0.8261029720306396	2.8337056636810303	-3.0793087482452393	2.683941602706909	-3.693753242492676	3.0523903369903564
Pld6	11	59783897	59787645	-	Pld6	ENSMUSG00000043648	phospholipase D family, member 6 [Source:MGI Symbol;Acc:MGI:2687283]	-	gene	Name match	0	2.8159637451171875	2.991368055343628	2.930034875869751	2.3074939250946045	2.465944766998291	2.5166890621185303	2.1180059909820557	1.8876047134399414	0.7986254096031189	2.088519811630249	-1.2704896926879883	2.0221989154815674
Tex14	11	87405065	87555823	+	Tex14	ENSMUSG00000010342	testis expressed gene 14 [Source:MGI Symbol;Acc:MGI:1933227]	+	gene	Name match	0	4.546687602996826	5.142523288726807	5.428470134735107	6.074982166290283	3.956146240234375	4.201537132263184	2.702389717102051	4.320967197418213	-0.405186265707016	4.953630447387695	-0.7051582932472229	4.829329490661621
Ace	11	105967945	105989964	+	Ace	ENSMUSG00000020681	angiotensin I converting enzyme (peptidyl- dipeptidase A) 1 [Source:MGI Symbol;Acc:MGI:87874]	+	gene	Name match	0	1.1521934270858765	1.1466739177703857	1.629467487335205	3.0497922897338867	1.8592844009399414	3.486778974533081	0.5558187961578369	2.9212281703948975	-1.4436787366867065	3.705193519592285	-0.36651119589805603	3.6173095703125
Tex19.1	11	121146143	121148319	+	Tex19.1	ENSMUSG00000039329	testis expressed gene 19.1 [Source:MGI Symbol;Acc:MGI:1920929]	+	gene	Name match	0	7.453049659729004	7.598673343658447	6.52031946182251	7.558072566986084	5.305860996246338	6.247471809387207	2.8415427207946777	5.3318963050842285	0.34130239486694336	5.532999515533447	-0.04566941782832146	5.634557247161865
Tdrd9	12	111971559	112068854	+	Tdrd9	ENSMUSG00000054003	tudor domain containing 9 [Source:MGI Symbol;Acc:MGI:1921941]	+	gene	Name match	0	0.734869122505188	-0.11931145936250687	0.6294675469398499	0.7477750182151794	-1.2828038930892944	-0.4417329430580139	-2.3631529808044434	-1.00005042552948	-3.708965301513672	-0.13512568175792694	-3.3097522258758545	-0.6179187893867493
Ddx4	13	112598333	112652475	-	Ddx4	ENSMUSG00000021758	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 [Source:MGI Symbol;Acc:MGI:102670]	-	gene	Name match	0	2.902170181274414	3.2894582748413086	4.985969543457031	4.859573841094971	4.711645603179932	4.101202487945557	3.126345634460449	3.780400037765503	-0.6001737713813782	3.9899256229400635	-0.6356294751167297	4.359497547149658
Fst	13	114452290	114458951	-	Fst	ENSMUSG00000021765	follistatin [Source:MGI Symbol;Acc:MGI:95586]	-	gene	Name match	0	2.696751594543457	2.262648344039917	0.9053327441215515	0.9274337887763977	2.9593193531036377	2.935710906982422	7.212496757507324	4.624695301055908	5.185021877288818	4.252793788909912	2.7807788848876953	3.645066499710083
Rec8	14	55618037	55625395	+	Rec8	ENSMUSG00000002324	REC8 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1929645]	+	gene	Name match	0	2.2801871299743652	3.118042230606079	3.0436599254608154	3.2948520183563232	3.7921524047851562	3.6279637813568115	3.600773334503174	3.461009979248047	2.5270071029663086	3.2654876708984375	1.6575387716293335	3.4886043071746826
Rnf17	14	56402581	56525032	+	Rnf17	ENSMUSG00000000365	ring finger protein 17 [Source:MGI Symbol;Acc:MGI:1353419]	+	gene	Name match	0	7.100542068481445	7.414721965789795	7.2525763511657715	7.187113285064697	6.773446559906006	6.515083312988281	4.587780475616455	5.2990851402282715	2.28249192237854	5.032130718231201	1.2895433902740479	4.8170552253723145
Piwil2	14	70372477	70429383	-	Piwil2	ENSMUSG00000033644	piwi-like RNA-mediated gene silencing 2 [Source:MGI Symbol;Acc:MGI:1930036]	-	gene	Name match	0	5.29014778137207	5.9615654945373535	6.31813383102417	6.788654327392578	3.928643226623535	4.900465965270996	2.0142908096313477	4.804599761962891	-0.26223844289779663	5.058691024780273	0.7206528782844543	5.143184185028076
Zfpm2	15	40655035	41104592	+	Zfpm2	ENSMUSG00000022306	zinc finger protein, multitype 2 [Source:MGI Symbol;Acc:MGI:1334444]	+	gene	Name match	0	-0.18835823237895966	-2.5911495685577393	-3.081775665283203	-3.5924999713897705	-1.3373035192489624	-0.645561933517456	-2.231635570526123	0.7891397476196289	1.0614572763442993	1.0728099346160889	3.374958038330078	2.3510446548461914
Dmc1	15	79561497	79605109	-	Dmc1	ENSMUSG00000022429	DNA meiotic recombinase 1 [Source:MGI Symbol;Acc:MGI:105393]	-	gene	Name match	0	1.2687768936157227	-0.7158381938934326	2.6701552867889404	2.3480775356292725	2.406290054321289	2.29750394821167	2.0301451683044434	2.2946808338165283	-0.3103683888912201	2.4037649631500244	0.15669368207454681	2.055140733718872
Smc1b	15	85064689	85131964	-	Smc1b	ENSMUSG00000022432	structural maintenance of chromosomes 1B [Source:MGI Symbol;Acc:MGI:2154049]	-	gene	Name match	0	4.654024600982666	5.626463413238525	5.948844909667969	6.708578109741211	4.394372463226318	5.040092945098877	3.8787550926208496	5.604446887969971	1.3231196403503418	5.898887634277344	-0.49268171191215515	5.74560546875
