Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	DNMT_WT_ES	DNMT_WT_Epi_2	DNMT_KO_ES	DNMT_KO_Epi_2	TET_WT_ES	TET_WT_Epi_2	TET_KO_ES	TET_KO_Epi_2
Nabp1	1	51465862	51478425	-	Nabp1	ENSMUSG00000026107	nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258]	-	gene	Name match	0	5.342152118682861	5.7034783363342285	5.903377532958984	6.129114627838135	3.997284173965454	5.131206035614014	4.490190029144287	5.294312000274658
Myo1b	1	51749765	51916071	-	Myo1b	ENSMUSG00000018417	myosin IB [Source:MGI Symbol;Acc:MGI:107752]	-	gene	Name match	0	8.06997013092041	6.17896032333374	8.161017417907715	6.682939052581787	6.574105739593506	5.767946243286133	6.9899420738220215	5.821325778961182
Stat1	1	52119440	52161865	+	Stat1	ENSMUSG00000026104	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]	+	gene	Name match	0	4.851396560668945	2.8571882247924805	4.7619194984436035	3.737152099609375	4.369012355804443	1.6367124319076538	3.9233195781707764	0.9398102760314941
Nab1	1	52457294	52500679	-	Nab1	ENSMUSG00000002881	Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]	-	gene	Name match	0	4.369663715362549	3.8356454372406006	4.716672420501709	5.040374279022217	2.268717050552368	3.991605520248413	3.90817928314209	4.132326602935791
Hecw2	1	53806876	54195168	-	Hecw2	ENSMUSG00000042807	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2685817]	-	gene	Name match	0	1.853330373764038	3.986006021499634	0.9366674423217773	5.137423038482666	-0.6552700400352478	2.0235602855682373	0.7117478847503662	2.1762783527374268
Satb2	1	56793981	56978650	-	Satb2	ENSMUSG00000038331	special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336]	-	gene	Name match	0	4.424604415893555	2.9211719036102295	4.365257740020752	4.029804706573486	3.6519393920898438	0.5691156983375549	3.0143203735351562	0.5881298184394836
Spats2l	1	57774162	57948394	+	Spats2l	ENSMUSG00000038305	spermatogenesis associated, serine-rich 2- like [Source:MGI Symbol;Acc:MGI:1914448]	+	gene	Name match	0	3.6886677742004395	2.897759437561035	2.6503918170928955	3.7893974781036377	4.154130458831787	2.207693338394165	2.9531872272491455	1.314987301826477
C2cd6	1	59050506	59094900	-	C2cd6	ENSMUSG00000072295	C2 calcium dependent domain containing 6 [Source:MGI Symbol;Acc:MGI:1920713]	-	gene	Name match	0	0.734869122505188	-0.44466328620910645	2.409381628036499	1.6725044250488281	-3.5831992626190186	-3.0433294773101807	-3.634694814682007	-3.294637680053711
Fam117b	1	59913006	59985346	+	Fam117b	ENSMUSG00000041040	family with sequence similarity 117, member B [Source:MGI Symbol;Acc:MGI:1920000]	+	gene	Name match	0	6.340087890625	5.927131652832031	6.758139133453369	6.373582363128662	5.711784362792969	4.660876274108887	6.19804573059082	5.087639331817627
Idh1	1	65158616	65186500	-	Idh1	ENSMUSG00000025950	isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]	-	gene	Name match	0	9.305191040039062	7.228990077972412	9.30500316619873	7.8330769538879395	7.788364887237549	7.716700077056885	7.763322353363037	6.8303399085998535
Map2	1	66175273	66442583	+	Map2	ENSMUSG00000015222	microtubule-associated protein 2 [Source:MGI Symbol;Acc:MGI:97175]	+	gene	Name match	0	0.7976346015930176	0.8119633793830872	1.984945297241211	2.5587615966796875	-0.11761116981506348	2.0044562816619873	2.796419382095337	2.531217098236084
Lancl1	1	67000517	67038872	-	Lancl1	ENSMUSG00000026000	LanC (bacterial lantibiotic synthetase component C)-like 1 [Source:MGI Symbol;Acc:MGI:1336997]	-	gene	Name match	0	5.241498947143555	4.6767659187316895	5.538893222808838	5.251842021942139	4.57496976852417	5.221677303314209	4.889319896697998	5.107118606567383
Spag16	1	69826970	70725132	+	Spag16	ENSMUSG00000053153	sperm associated antigen 16 [Source:MGI Symbol;Acc:MGI:1913972]	+	gene	Name match	0	2.282221794128418	1.395987629890442	2.2083492279052734	2.917682409286499	-0.15945477783679962	1.8852721452713013	0.6461988091468811	1.7584505081176758
Fn1	1	71585520	71653200	-	Fn1	ENSMUSG00000026193	fibronectin 1 [Source:MGI Symbol;Acc:MGI:95566]	-	gene	Name match	0	10.835905075073242	9.118005752563477	10.362019538879395	9.48882007598877	10.111441612243652	7.534826755523682	10.227097511291504	7.82062292098999
Tns1	1	73910231	74124449	-	Tns1	ENSMUSG00000055322	tensin 1 [Source:MGI Symbol;Acc:MGI:104552]	-	gene	Name match	0	6.335177421569824	4.534204959869385	6.133360385894775	3.4877636432647705	5.645320892333984	1.5592809915542603	5.020334720611572	2.209916591644287
Rnf25	1	74593748	74601397	-	Rnf25	ENSMUSG00000026171	ring finger protein 25 [Source:MGI Symbol;Acc:MGI:1890215]	-	gene	Name match	0	4.281247615814209	4.906574249267578	4.023269176483154	4.3070549964904785	4.686615467071533	5.13049840927124	4.764125823974609	4.840216159820557
Cnppd1	1	75134554	75142711	-	Cnppd1	ENSMUSG00000033159	cyclin Pas1/PHO80 domain containing 1 [Source:MGI Symbol;Acc:MGI:1916421]	-	gene	Name match	0	4.2877044677734375	4.451347827911377	4.700937747955322	5.13242769241333	3.513260841369629	3.210016965866089	3.8824994564056396	3.767183303833008
Tuba4a	1	75214228	75219865	-	Tuba4a	ENSMUSG00000026202	tubulin, alpha 4A [Source:MGI Symbol;Acc:MGI:1095410]	-	gene	Name match	0	8.047086715698242	7.9198527336120605	7.579462051391602	7.1858367919921875	7.781866550445557	6.736082077026367	6.557958126068115	5.432733535766602
Acsl3	1	78657825	78707743	+	Acsl3	ENSMUSG00000032883	acyl-CoA synthetase long-chain family member 3 [Source:MGI Symbol;Acc:MGI:1921455]	+	gene	Name match	0	7.124724388122559	7.411335468292236	7.7150397300720215	7.803008556365967	7.282001972198486	7.6440606117248535	7.4778151512146	7.4878082275390625
Serpine2	1	79794197	79861180	-	Serpine2	ENSMUSG00000026249	serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]	-	gene	Name match	0	2.4271602630615234	3.4663875102996826	2.6336183547973633	4.4294352531433105	-0.5669189095497131	1.8879966735839844	0.5887482166290283	1.105643391609192
Pid1	1	84036296	84364180	-	Pid1	ENSMUSG00000045658	phosphotyrosine interaction domain containing 1 [Source:MGI Symbol;Acc:MGI:2138391]	-	gene	Name match	0	4.748126983642578	4.0276618003845215	4.540065765380859	4.691707611083984	4.748021602630615	3.4430713653564453	4.378812313079834	3.1656363010406494
Sp110	1	85576899	85598817	-	Sp110	ENSMUSG00000070034	Sp110 nuclear body protein [Source:MGI Symbol;Acc:MGI:1923364]	-	gene	Name match	0	2.2185325622558594	0.42916616797447205	0.1789945363998413	-2.1011898517608643	-3.199198007583618	-0.02704964578151703	-3.584027051925659	-2.0859928131103516
Hjurp	1	88262471	88277633	-	Hjurp	ENSMUSG00000044783	Holliday junction recognition protein [Source:MGI Symbol;Acc:MGI:2685821]	-	gene	Name match	0	7.56724739074707	7.902401447296143	7.383541584014893	7.561977863311768	6.780824184417725	6.90112829208374	7.422976970672607	7.656965732574463
Gbx2	1	89927956	89931179	-	Gbx2	ENSMUSG00000034486	gastrulation brain homeobox 2 [Source:MGI Symbol;Acc:MGI:95668]	-	gene	Name match	0	5.065838813781738	5.910346984863281	5.207443714141846	4.773446559906006	4.8587727546691895	5.284780502319336	4.8805670738220215	4.164016246795654
Rbm44	1	91145089	91170795	+	Rbm44	ENSMUSG00000070732	RNA binding motif protein 44 [Source:MGI Symbol;Acc:MGI:2685663]	+	gene	Name match	0	3.9288201332092285	3.9792773723602295	4.778831958770752	5.2010416984558105	-1.3929346799850464	2.252523422241211	2.324838638305664	3.9387686252593994
Kif1a	1	93015464	93101951	-	Kif1a	ENSMUSG00000014602	kinesin family member 1A [Source:MGI Symbol;Acc:MGI:108391]	-	gene	Name match	0	1.1661174297332764	2.352947235107422	0.17497022449970245	0.3714277446269989	-1.243781566619873	0.9230915904045105	1.9688053131103516	2.570868968963623
Sned1	1	93235841	93301065	+	Sned1	ENSMUSG00000047793	sushi, nidogen and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:3045960]	+	gene	Name match	0	-0.3686530292034149	1.0491560697555542	-2.36895751953125	2.450594186782837	-2.230234384536743	0.2852804660797119	0.5729054808616638	2.9896037578582764
Slco4c1	1	96816270	96872171	-	Slco4c1	ENSMUSG00000040693	solute carrier organic anion transporter family, member 4C1 [Source:MGI Symbol;Acc:MGI:2442784]	-	gene	Name match	0	4.692656993865967	2.640126943588257	4.568417072296143	3.7814557552337646	4.578995227813721	2.099276304244995	3.6929852962493896	0.4497840106487274
D1Ertd622e	1	97606318	97662074	-	D1Ertd622e	ENSMUSG00000044768	DNA segment, Chr 1, ERATO Doi 622, expressed [Source:MGI Symbol;Acc:MGI:1277184]	-	gene	Name match	0	1.9585986137390137	1.7401995658874512	2.9482383728027344	3.4614837169647217	2.2381591796875	2.6494815349578857	2.915677785873413	3.478666305541992
Tnfrsf11a	1	105780718	105847981	+	Tnfrsf11a	ENSMUSG00000026321	tumor necrosis factor receptor superfamily, member 11a, NFKB activator [Source:MGI Symbol;Acc:MGI:1314891]	+	gene	Name match	0	-1.3088622093200684	-0.38665351271629333	0.045962560921907425	1.4280692338943481	-1.5547436475753784	0.2839122712612152	0.8080077171325684	1.312806248664856
Phlpp1	1	106171752	106394250	+	Phlpp1	ENSMUSG00000044340	PH domain and leucine rich repeat protein phosphatase 1 [Source:MGI Symbol;Acc:MGI:2138327]	+	gene	Name match	0	5.499077796936035	4.099264621734619	5.45117712020874	4.791589736938477	5.387094974517822	3.1510400772094727	4.640292644500732	3.2152462005615234
Gm15389	1	107687008	107693514	+	Gm15389	ENSMUSG00000086161	predicted gene 15389 [Source:MGI Symbol;Acc:MGI:3705287]	+	gene	Name match	0	-3.6905813217163086	-3.6100962162017822	-2.9479458332061768	-0.07558461278676987	-3.5831992626190186	-1.8853524923324585	-3.634694814682007	-2.0859925746917725
Inhbb	1	119415465	119422248	-	Inhbb	ENSMUSG00000037035	inhibin beta-B [Source:MGI Symbol;Acc:MGI:96571]	-	gene	Name match	0	3.953275203704834	1.9457567930221558	5.053029537200928	0.22742414474487305	1.7737842798233032	4.040639877319336	0.9738408923149109	-1.380833625793457
Cd55	1	130439027	130462744	-	Cd55	ENSMUSG00000026399	CD55 molecule, decay accelerating factor for complement [Source:MGI Symbol;Acc:MGI:104850]	-	gene	Name match	0	5.829763412475586	3.137838363647461	5.638898849487305	4.1011786460876465	4.779737949371338	2.965564012527466	4.434942245483398	4.473395824432373
Lemd1	1	132191431	132259227	+	Lemd1	ENSMUSG00000079330	LEM domain containing 1 [Source:MGI Symbol;Acc:MGI:1922403]	+	gene	Name match	0	2.628838062286377	3.2172985076904297	-0.687492847442627	2.0881288051605225	-0.1387677788734436	-0.8530654311180115	-3.005038261413574	-1.5070041418075562
Nuak2	1	132316126	132333488	+	Nuak2	ENSMUSG00000009772	NUAK family, SNF1-like kinase, 2 [Source:MGI Symbol;Acc:MGI:1921387]	+	gene	Name match	0	1.5575683116912842	3.8781192302703857	1.68142831325531	3.046522855758667	1.9495929479599	1.2441459894180298	3.4708423614501953	1.8942204713821411
Ppp1r15b	1	133131143	133139783	+	Ppp1r15b	ENSMUSG00000046062	protein phosphatase 1, regulatory subunit 15B [Source:MGI Symbol;Acc:MGI:2444211]	+	gene	Name match	0	7.972270965576172	7.504356384277344	8.010565757751465	7.124903202056885	7.369025707244873	5.716441631317139	7.743049621582031	6.707632064819336
Plekha6	1	133164210	133303435	+	Plekha6	ENSMUSG00000041757	pleckstrin homology domain containing, family A member 6 [Source:MGI Symbol;Acc:MGI:2388662]	+	gene	Name match	0	4.057009696960449	4.056501388549805	3.7301552295684814	3.0849180221557617	1.9943002462387085	2.0282199382781982	1.6899470090866089	2.1458141803741455
Nav1	1	135434580	135607295	-	Nav1	ENSMUSG00000009418	neuron navigator 1 [Source:MGI Symbol;Acc:MGI:2183683]	-	gene	Name match	0	6.599393367767334	5.993384838104248	6.018931865692139	5.462077617645264	6.488857269287109	4.157535076141357	6.167886257171631	4.710416793823242
Lad1	1	135818598	135833342	+	Lad1	ENSMUSG00000041782	ladinin [Source:MGI Symbol;Acc:MGI:109343]	+	gene	Name match	0	3.2761001586914062	4.029106616973877	4.32813024520874	2.4241158962249756	5.052531719207764	0.25111111998558044	5.133554935455322	1.6956037282943726
Crb1	1	139197056	139377100	-	Crb1	ENSMUSG00000063681	crumbs family member 1, photoreceptor morphogenesis associated [Source:MGI Symbol;Acc:MGI:2136343]	-	gene	Name match	0	-2.8220982551574707	-1.7347850799560547	-3.5776023864746094	0.9222733378410339	-3.633866548538208	-2.74700665473938	-3.634694814682007	-3.1933021545410156
Npl	1	153503015	153550045	-	Npl	ENSMUSG00000042684	N-acetylneuraminate pyruvate lyase [Source:MGI Symbol;Acc:MGI:1921341]	-	gene	Name match	0	3.956606864929199	4.015705585479736	4.483968257904053	4.892978191375732	3.527247667312622	4.004100322723389	4.5116400718688965	4.078986644744873
Ier5	1	155096361	155099636	-	Ier5	ENSMUSG00000056708	immediate early response 5 [Source:MGI Symbol;Acc:MGI:1337072]	-	gene	Name match	0	2.9973206520080566	4.119191646575928	3.3523261547088623	3.0775134563446045	1.3069106340408325	1.1406482458114624	2.126178741455078	2.188816785812378
Soat1	1	156424525	156474331	-	Soat1	ENSMUSG00000026600	sterol O-acyltransferase 1 [Source:MGI Symbol;Acc:MGI:104665]	-	gene	Name match	0	2.9425082206726074	6.298408031463623	2.1809442043304443	5.756091594696045	4.284623146057129	5.6226019859313965	5.188497066497803	5.973143100738525
Tor3a	1	156653617	156674356	-	Tor3a	ENSMUSG00000060519	torsin family 3, member A [Source:MGI Symbol;Acc:MGI:1353652]	-	gene	Name match	0	1.1575806140899658	5.854421138763428	1.9918575286865234	5.418262481689453	2.4619550704956055	4.419200420379639	1.2387346029281616	3.9420669078826904
Ralgps2	1	156804166	156939626	-	Ralgps2	ENSMUSG00000026594	Ral GEF with PH domain and SH3 binding motif 2 [Source:MGI Symbol;Acc:MGI:1925505]	-	gene	Name match	0	5.587653160095215	5.846340179443359	5.789453506469727	6.419137477874756	6.043582439422607	5.953275680541992	5.9610209465026855	5.7438225746154785
Prdx6	1	161240112	161251219	-	Prdx6	ENSMUSG00000026701	peroxiredoxin 6 [Source:MGI Symbol;Acc:MGI:894320]	-	gene	Name match	0	8.972683906555176	8.953320503234863	8.81738567352295	8.614788055419922	6.393959045410156	7.760427474975586	6.25297212600708	7.694511413574219
Rcsd1	1	165646516	165709757	-	Rcsd1	ENSMUSG00000040723	RCSD domain containing 1 [Source:MGI Symbol;Acc:MGI:2676394]	-	gene	Name match	0	0.28335002064704895	3.676788091659546	1.2332555055618286	4.3649492263793945	-2.953542709350586	-0.8287108540534973	-1.1237529516220093	0.6954391598701477
Mael	1	166201201	166238747	-	Mael	ENSMUSG00000040629	maelstrom spermatogenic transposon silencer [Source:MGI Symbol;Acc:MGI:2138453]	-	gene	Name match	0	2.708099603652954	5.879357814788818	3.16851806640625	6.39423131942749	-1.443602204322815	4.526496410369873	2.3293259143829346	7.392125606536865
Fam78b	1	167001417	167091302	+	Fam78b	ENSMUSG00000060568	family with sequence similarity 78, member B [Source:MGI Symbol;Acc:MGI:2443050]	+	gene	Name match	0	1.6607937812805176	-0.2881682217121124	2.139331817626953	1.292113184928894	-1.7585550546646118	-3.5209827423095703	-2.759383201599121	-3.243969678878784
Aldh9a1	1	167349991	167368532	+	Aldh9a1	ENSMUSG00000026687	aldehyde dehydrogenase 9, subfamily A1 [Source:MGI Symbol;Acc:MGI:1861622]	+	gene	Name match	0	6.439428329467773	7.413519382476807	6.582796573638916	7.079317569732666	6.932582378387451	7.909535884857178	6.928424835205078	7.850408554077148
Rxrg	1	167598384	167639623	+	Rxrg	ENSMUSG00000015843	retinoid X receptor gamma [Source:MGI Symbol;Acc:MGI:98216]	+	gene	Name match	0	-3.6905813217163086	3.4231154918670654	-3.5269346237182617	2.2608277797698975	-3.633866548538208	0.9959328174591064	-3.584027051925659	-2.136660575866699
Pbx1	1	168119364	168432270	-	Pbx1	ENSMUSG00000052534	pre B cell leukemia homeobox 1 [Source:MGI Symbol;Acc:MGI:97495]	-	gene	Name match	0	3.9710869789123535	5.5928521156311035	3.6106302738189697	4.992120265960693	4.261740684509277	4.877279758453369	3.3372819423675537	4.972038269042969
F11r	1	171437535	171464603	+	F11r	ENSMUSG00000038235	F11 receptor [Source:MGI Symbol;Acc:MGI:1321398]	+	gene	Name match	0	6.406163215637207	6.472376346588135	6.102140426635742	5.981356143951416	5.7813286781311035	6.432082653045654	6.105436325073242	6.667566776275635
Pea15a	1	172196728	172206804	-	Pea15a	ENSMUSG00000013698	phosphoprotein enriched in astrocytes 15A [Source:MGI Symbol;Acc:MGI:104799]	-	gene	Name match	0	2.148670196533203	5.291466236114502	2.310300827026367	4.750335216522217	3.111055374145508	5.11937952041626	3.1838579177856445	4.628315448760986
Casq1	1	172209894	172219868	-	Casq1	ENSMUSG00000007122	calsequestrin 1 [Source:MGI Symbol;Acc:MGI:1309468]	-	gene	Name match	0	-1.6349005699157715	2.6470491886138916	-1.7022908926010132	1.182726502418518	-0.4327951669692993	1.6002130508422852	-1.6111215353012085	0.24859122931957245
Atp1a4	1	172223513	172258414	-	Atp1a4	ENSMUSG00000007107	ATPase, Na+/K+ transporting, alpha 4 polypeptide [Source:MGI Symbol;Acc:MGI:1351335]	-	gene	Name match	0	-3.6905813217163086	1.3508539199829102	-3.5776023864746094	-0.4420965611934662	-3.532531499862671	0.2629089951515198	-3.634694814682007	-3.1933021545410156
Igsf9	1	172481788	172498878	+	Igsf9	ENSMUSG00000037995	immunoglobulin superfamily, member 9 [Source:MGI Symbol;Acc:MGI:2135283]	+	gene	Name match	0	2.860151529312134	6.510383605957031	2.0660479068756104	5.877291202545166	1.686574935913086	3.4901058673858643	2.5974481105804443	3.547536849975586
Cep170	1	176733653	176814067	-	Cep170	ENSMUSG00000057335	centrosomal protein 170 [Source:MGI Symbol;Acc:MGI:1918348]	-	gene	Name match	0	6.2574238777160645	5.967220306396484	6.270864963531494	6.458106994628906	5.141088485717773	4.0365986824035645	5.077950954437256	4.04960823059082
Akt3	1	177020073	177258203	-	Akt3	ENSMUSG00000019699	thymoma viral proto-oncogene 3 [Source:MGI Symbol;Acc:MGI:1345147]	-	gene	Name match	0	4.0576066970825195	5.584821701049805	5.029508113861084	6.188043117523193	2.939690589904785	4.866755962371826	4.77275276184082	5.624901294708252
Stum	1	180432387	180483504	-	Stum	ENSMUSG00000053963	mechanosensory transduction mediator [Source:MGI Symbol;Acc:MGI:2138735]	-	gene	Name match	0	-2.7460968494415283	-0.4037110507488251	-3.5776023864746094	-3.5925004482269287	-3.633866548538208	-3.571650266647339	-3.055706024169922	-3.2439699172973633
Lefty2	1	180893108	180899103	+	Lefty2	ENSMUSG00000066652	left-right determination factor 2 [Source:MGI Symbol;Acc:MGI:2443573]	+	gene	Name match	0	1.2222222089767456	7.36731481552124	3.3428714275360107	8.365777015686035	8.102540016174316	7.577378749847412	6.4154815673828125	4.6989426612854
Lefty1	1	180935022	180938400	+	Lefty1	ENSMUSG00000038793	left right determination factor 1 [Source:MGI Symbol;Acc:MGI:107405]	+	gene	Name match	0	-0.7312231659889221	8.422163963317871	0.6601967811584473	8.852753639221191	4.748999118804932	8.690635681152344	3.3680381774902344	7.0301361083984375
Lpgat1	1	191717834	191784255	+	Lpgat1	ENSMUSG00000026623	lysophosphatidylglycerol acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2446186]	+	gene	Name match	0	6.10129976272583	5.664915561676025	6.431800365447998	6.497373104095459	5.701661586761475	5.1566386222839355	5.719919681549072	5.084980487823486
Plxna2	1	194618218	194816869	+	Plxna2	ENSMUSG00000026640	plexin A2 [Source:MGI Symbol;Acc:MGI:107684]	+	gene	Name match	0	3.978090524673462	2.0702950954437256	4.201518535614014	3.7638723850250244	2.171820878982544	0.09243500232696533	3.8150861263275146	0.5360901355743408
Cd34	1	194938819	194961279	+	Cd34	ENSMUSG00000016494	CD34 antigen [Source:MGI Symbol;Acc:MGI:88329]	+	gene	Name match	0	2.5909993648529053	1.840713381767273	3.0488440990448	3.6512691974639893	-0.6745085716247559	0.9437786936759949	2.529205322265625	2.3527677059173584
Fam171a1	2	3114224	3227806	+	Fam171a1	ENSMUSG00000050530	family with sequence similarity 171, member A1 [Source:MGI Symbol;Acc:MGI:2442917]	+	gene	Name match	0	3.026144027709961	-0.21403741836547852	3.4888570308685303	3.095482587814331	3.046468496322632	1.7901382446289062	3.734903573989868	1.8721636533737183
Fam107b	2	3570488	3782142	+	Fam107b	ENSMUSG00000026655	family with sequence similarity 107, member B [Source:MGI Symbol;Acc:MGI:1913790]	+	gene	Name match	0	4.771989822387695	2.0673277378082275	4.780054569244385	3.433932065963745	5.1726393699646	3.3221418857574463	4.511280059814453	4.042588710784912
Sfmbt2	2	10370510	10595253	+	Sfmbt2	ENSMUSG00000061186	Scm-like with four mbt domains 2 [Source:MGI Symbol;Acc:MGI:2447794]	+	gene	Name match	0	5.502501487731934	7.16452169418335	5.5371479988098145	6.0206379890441895	3.2902305126190186	2.9197704792022705	2.154618501663208	1.6246261596679688
Pfkfb3	2	11471433	11554077	-	Pfkfb3	ENSMUSG00000026773	6-phosphofructo-2-kinase/fructose-2,6- biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]	-	gene	Name match	0	2.9991614818573	3.9332292079925537	3.6983633041381836	4.7955403327941895	2.0698869228363037	2.7003695964813232	3.890113115310669	3.9094161987304688
Vim	2	13573927	13582826	+	Vim	ENSMUSG00000026728	vimentin [Source:MGI Symbol;Acc:MGI:98932]	+	gene	Name match	0	7.088868141174316	6.05925989151001	7.255725860595703	6.923829555511475	7.910191059112549	6.268073558807373	7.495410442352295	4.691116809844971
St8sia6	2	13651021	13794064	-	St8sia6	ENSMUSG00000003418	ST8 alpha-N-acetyl-neuraminide alpha-2,8- sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:2386797]	-	gene	Name match	0	3.7786574363708496	1.9904866218566895	4.66287088394165	4.294864654541016	4.2482500076293945	2.4084558486938477	3.74387264251709	1.431634545326233
Commd3	2	18672384	18676231	+	Commd3	ENSMUSG00000051154	COMM domain containing 3 [Source:MGI Symbol;Acc:MGI:88218]	+	gene	Name match	0	4.2153191566467285	3.832216262817383	4.428899765014648	4.673901081085205	4.046220779418945	4.888250827789307	4.598608016967773	5.391727447509766
Bmi1	2	18677018	18686629	+	Bmi1	ENSMUSG00000026739	Bmi1 polycomb ring finger oncogene [Source:MGI Symbol;Acc:MGI:88174]	+	gene	Name match	0	5.457262992858887	5.008546352386475	5.6046881675720215	5.9583516120910645	4.989980220794678	4.5957722663879395	4.131656646728516	3.7427425384521484
Cacna1b	2	24603887	24763152	-	Cacna1b	ENSMUSG00000004113	calcium channel, voltage-dependent, N type, alpha 1B subunit [Source:MGI Symbol;Acc:MGI:88296]	-	gene	Name match	0	-3.614579677581787	3.1231625080108643	-1.6046968698501587	3.963754653930664	-3.532531499862671	2.119131326675415	-3.2506935596466064	0.9320327639579773
Wdr34	2	30031546	30048881	-	Wdr34	ENSMUSG00000039715	WD repeat domain 34 [Source:MGI Symbol;Acc:MGI:1919070]	-	gene	Name match	0	3.5771074295043945	5.599295139312744	3.6257450580596924	5.080102920532227	4.254724502563477	5.756639003753662	4.579658031463623	4.929383754730225
Spout1	2	30173453	30178459	-	Spout1	ENSMUSG00000039660	SPOUT domain containing methyltransferase 1 [Source:MGI Symbol;Acc:MGI:106544]	-	gene	Name match	0	5.46912956237793	5.858118057250977	5.289463043212891	5.39600133895874	5.9920477867126465	5.75499963760376	5.892276763916016	5.554319858551025
Pdcl	2	37350074	37359332	-	Pdcl	ENSMUSG00000009030	phosducin-like [Source:MGI Symbol;Acc:MGI:1914716]	-	gene	Name match	0	5.415172576904297	5.301425457000732	5.78961181640625	5.857778072357178	5.898439884185791	6.6367645263671875	5.900272369384766	6.389466762542725
